Ngram,Count,KneserNey_Prob
"మీరు కూడా ఈ వీడియోని",1,0.2560547022170257
"కూడా ఈ వీడియోని చూడండి",1,0.41410106790236323
"ఈ వీడియోని చూడండి .",1,0.6791287760833296
"వీడియోని చూడండి . </s>",1,0.5047585433780835
"చూడండి . </s> </s>",3,0.9999677027325796
"<s> <s> <s> ‘",101,0.0188707876650885
"<s> <s> ‘ సైరా",1,0.004848800420362575
"<s> ‘ సైరా ’",1,0.918144555354939
"‘ సైరా ’ నిర్మాణానికి",1,0.14604419958526868
"సైరా ’ నిర్మాణానికి భాగస్వాములు",1,0.4502918044895635
"’ నిర్మాణానికి భాగస్వాములు కావలెను",1,0.47265817839511814
"నిర్మాణానికి భాగస్వాములు కావలెను !",1,0.5786784493989121
"భాగస్వాములు కావలెను ! </s>",1,0.7249583387095748
"కావలెను ! </s> </s>",1,0.9972318683621345
"! </s> </s> </s>",202,0.9963091578161793
"<s> <s> <s> '",59,0.01099643449157257
"<s> <s> ' '",12,0.33610516565635096
"<s> ' ' ప్రభుత్వం",1,0.024217292892264243
"' ' ప్రభుత్వం ప్రకటిస్తున్న",1,0.4378501076726953
"' ప్రభుత్వం ప్రకటిస్తున్న మరణాలన్నీ",1,0.5078144283951181
"ప్రభుత్వం ప్రకటిస్తున్న మరణాలన్నీ అవాస్తవం",1,0.5781269283951181
"ప్రకటిస్తున్న మరణాలన్నీ అవాస్తవం .",1,0.5955750474242355
"మరణాలన్నీ అవాస్తవం . ఇప్పటికే",1,0.4389574616046763
"అవాస్తవం . ఇప్పటికే 50",1,0.2528822595446872
". ఇప్పటికే 50 మంది",1,0.466714981977158
"ఇప్పటికే 50 మంది మరణించారు",1,0.30242614722844385
"50 మంది మరణించారు .",1,0.9894502788316497
"మంది మరణించారు . ఈ",1,0.10922189783498226
"మరణించారు . ఈ ఏడాది",1,0.14059042924796578
". ఈ ఏడాది ఏప్రిల్",1,0.024308728512523577
"ఈ ఏడాది ఏప్రిల్ రెండో",1,0.2992745448987521
"ఏడాది ఏప్రిల్ రెండో వారం",1,0.44562689243781456
"ఏప్రిల్ రెండో వారం నుంచి",1,0.3552900407752193
"రెండో వారం నుంచి ఏజెన్సీలో",1,0.31266515321550364
"వారం నుంచి ఏజెన్సీలో ప్రతి",1,0.472908869760479
"నుంచి ఏజెన్సీలో ప్రతి మండలంలోనూ",1,0.43821506587708065
"ఏజెన్సీలో ప్రతి మండలంలోనూ కోవిడ్",1,0.5781924938291356
"ప్రతి మండలంలోనూ కోవిడ్ కేసులు",1,0.4513661692107478
"మండలంలోనూ కోవిడ్ కేసులు నమోదవుతూనే",1,0.3448412374390222
"కోవిడ్ కేసులు నమోదవుతూనే ఉన్నాయి",1,0.5786475950770216
"కేసులు నమోదవుతూనే ఉన్నాయి .",1,0.9792463699518115
"నమోదవుతూనే ఉన్నాయి . '",1,0.25061101407121233
"ఉన్నాయి . ' '",1,0.4470472118142257
". ' ' అరుకు",1,0.024035754792760385
"' ' అరుకు లోయ",1,0.5781288567902363
"' అరుకు లోయ పెదలబుడు",1,0.5078144283951181
"అరుకు లోయ పెదలబుడు గ్రామ",1,0.5781770666681904
"లోయ పెదలబుడు గ్రామ సర్పంచ్",1,0.44094511707361667
"పెదలబుడు గ్రామ సర్పంచ్ దాసు",1,0.4453139998628697
"గ్రామ సర్పంచ్ దాసు బాబు",1,0.5782522740777987
"సర్పంచ్ దాసు బాబు అన్నారు",1,0.4430288458710666
"దాసు బాబు అన్నారు .",1,0.9932317832767302
"బాబు అన్నారు . </s>",1,0.3873829538459951
"అన్నారు . </s> </s>",95,0.999998980086292
"<s> <s> <s> జ",3,0.00043523602196461706
"<s> <s> జ :",1,0.14790370304859912
"<s> జ : 50",1,0.43771055593714137
"జ : 50 శాతం",1,0.5023885571278381
": 50 శాతం మంది",1,0.3184862531055984
"50 శాతం మంది మాత్రం",1,0.26161622926127986
"శాతం మంది మాత్రం హిందువులు",1,0.4380050584509939
"మంది మాత్రం హిందువులు .",1,0.4830750474242355
"మాత్రం హిందువులు . మిగిలిన",1,0.43771007769145404
"హిందువులు . మిగిలిన శాతంలో",1,0.26823077366259845
". మిగిలిన శాతంలో క్రిస్టియన్లుగా",1,0.5781269283951181
"మిగిలిన శాతంలో క్రిస్టియన్లుగా మారిన",1,0.5781577827170088
"శాతంలో క్రిస్టియన్లుగా మారిన వాళ్లు",1,0.44460645740960825
"క్రిస్టియన్లుగా మారిన వాళ్లు ఎక్కువగా",1,0.44037877251222746
"మారిన వాళ్లు ఎక్కువగా ఉన్నారు",1,0.4432566675536604
"వాళ్లు ఎక్కువగా ఉన్నారు .",1,0.9741239426874677
"ఎక్కువగా ఉన్నారు . ముస్లింలు",1,0.1262004375099626
"ఉన్నారు . ముస్లింలు కొద్ది",1,0.31099728024866297
". ముస్లింలు కొద్ది సంఖ్యలో",1,0.4410306664819217
"ముస్లింలు కొద్ది సంఖ్యలో ఉంటారు",1,0.4436934461644252
"కొద్ది సంఖ్యలో ఉంటారు .",1,0.9080331803729593
"సంఖ్యలో ఉంటారు . </s>",1,0.5275939648184945
"ఉంటారు . </s> </s>",13,0.9999925467844415
"<s> <s> <s> ఆర్టీసీ",3,0.00042605212123653877
"<s> <s> ఆర్టీసీ సమ్మె",2,0.6450981012348259
"<s> ఆర్టీసీ సమ్మె నేపథ్యంలో",1,0.19504381403925775
"ఆర్టీసీ సమ్మె నేపథ్యంలో ఈ",1,0.46933873003225235
"సమ్మె నేపథ్యంలో ఈ ఎన్నిక",1,0.27132073660198064
"నేపథ్యంలో ఈ ఎన్నిక ఫలితంపై",1,0.2995803282051575
"ఈ ఎన్నిక ఫలితంపై సర్వత్ర",1,0.5781288567902363
"ఎన్నిక ఫలితంపై సర్వత్ర ఆసక్తి",1,0.5078915641998446
"ఫలితంపై సర్వత్ర ఆసక్తి నెలకొంది",1,0.44078909463161375
"సర్వత్ర ఆసక్తి నెలకొంది .",1,0.9816170476101925
"ఆసక్తి నెలకొంది . </s>",1,0.44792584028524457
"నెలకొంది . </s> </s>",4,0.9999757770494347
"<s> <s> <s> -",52,0.009774072353123955
"<s> <s> - ఇసుక",1,0.008558696756869115
"<s> - ఇసుక రవాణా",1,0.4515954755565205
"- ఇసుక రవాణా సమయంలో",1,0.43966018064902973
"ఇసుక రవాణా సమయంలో సచివాలయం",1,0.4380280444721813
"రవాణా సమయంలో సచివాలయం ఇచ్చిన",1,0.5079725567948074
"సమయంలో సచివాలయం ఇచ్చిన పర్మిట్",1,0.43890788913585044
"సచివాలయం ఇచ్చిన పర్మిట్ కచ్చితంగా",1,0.578173209877954
"ఇచ్చిన పర్మిట్ కచ్చితంగా ఉండాలి",1,0.44232544453078576
"పర్మిట్ కచ్చితంగా ఉండాలి .",1,0.88058409891578
"కచ్చితంగా ఉండాలి . నోటిఫై",1,0.2530765869513921
"ఉండాలి . నోటిఫై చేసిన",1,0.5786437382867853
". నోటిఫై చేసిన రీచ్ల",1,0.43778215127773434
"నోటిఫై చేసిన రీచ్ల నుంచి",1,0.5791875457101066
"చేసిన రీచ్ల నుంచి ఇసుక",1,0.4376748367796384
"రీచ్ల నుంచి ఇసుక తరలించాలి",1,0.4515659711112127
"నుంచి ఇసుక తరలించాలి .",1,0.5955750474242355
"ఇసుక తరలించాలి . </s>",1,0.5383878150671253
"తరలించాలి . </s> </s>",1,0.999903108197739
"<s> <s> <s> 45",1,5.1907883277371555e-05
"<s> <s> 45 రోజుల్లో",1,0.4423975472981386
"<s> 45 రోజుల్లో కేబినెట్",1,0.44833599829114523
"45 రోజుల్లో కేబినెట్ సబ్",1,0.353821915873814
"రోజుల్లో కేబినెట్ సబ్ కమిటీ",1,0.44143646152351784
"కేబినెట్ సబ్ కమిటీ ప్రాథమిక",1,0.43978007725008
"సబ్ కమిటీ ప్రాథమిక నివేదిక",1,0.4444083557738586
"కమిటీ ప్రాథమిక నివేదిక </s>",1,0.3492811975872096
"ప్రాథమిక నివేదిక </s> </s>",1,0.4408374091511633
"నివేదిక </s> </s> </s>",1,0.25444987886821774
"<s> <s> <s> రాజమౌళి",3,0.00042542594618689706
"<s> <s> రాజమౌళి దర్శకత్వంలో",1,0.15292532777955536
"<s> రాజమౌళి దర్శకత్వంలో తారక్",1,0.4406425698221877
"చరణ్ కలిసి ఆర్ఆర్ఆర్ చిత్రంలో",1,0.4516058888901586
"కలిసి ఆర్ఆర్ఆర్ చిత్రంలో కలిసి",1,0.4510339378135562
"ఆర్ఆర్ఆర్ చిత్రంలో కలిసి నటిస్తోన్న",1,0.3445070789860863
"చిత్రంలో కలిసి నటిస్తోన్న సంగతి",1,0.48454469877039813
"కలిసి నటిస్తోన్న సంగతి తెలిసిందే",1,0.8778837701755989
"నటిస్తోన్న సంగతి తెలిసిందే .",1,0.9977881524431116
"సంగతి తెలిసిందే . ఈ",13,0.21350731344919566
"తెలిసిందే . ఈ చారిత్రక",1,0.008564910065019957
". ఈ చారిత్రక చిత్రంలో",1,0.3219167818942268
"ఈ చారిత్రక చిత్రంలో రామ్",1,0.4402406254393129
"చారిత్రక చిత్రంలో రామ్ చరణ్",1,0.5841890630828961
"చిత్రంలో రామ్ చరణ్ అల్లూరి",1,0.2637104707820197
"రామ్ చరణ్ అల్లూరి సీతారామ",1,0.4726591425926773
"చరణ్ అల్లూరి సీతారామ రాజుగా",1,0.4843788567902363
"ఎన్టీఆర్ కొమురం భీమ్ గా",1,0.47336204261324677
"కొమురం భీమ్ గా నటిస్తున్నారు",1,0.439474003146086
"భీమ్ గా నటిస్తున్నారు .",1,0.9950070993509166
"గా నటిస్తున్నారు . </s>",2,0.6303109347195341
"నటిస్తున్నారు . </s> </s>",10,0.999990310819774
"<s> <s> <s> తాగు",20,0.0036116006318114144
"<s> <s> తాగు నీరు",20,0.9997328418116058
"<s> తాగు నీరు .",20,0.9975123519101962
"తాగు నీరు . </s>",20,0.9960003714663668
"నీరు . </s> </s>",20,0.9999951554098869
"<s> <s> <s> అరచెంచా",1,4.710720789678515e-05
"<s> <s> అరచెంచా నిమ్మతొక్క",1,0.5781269283951181
"<s> అరచెంచా నిమ్మతొక్క పొడిని",1,0.5781327135804726
"అరచెంచా నిమ్మతొక్క పొడిని నీటికి",1,0.47266589197559084
"నిమ్మతొక్క పొడిని నీటికి కలపండి",1,0.4726601067902363
"పొడిని నీటికి కలపండి .",1,0.7977875237121177
"నీటికి కలపండి . ఆవిరిలో",1,0.3437547723343033
"కలపండి . ఆవిరిలో నిమ్మ",1,0.5781384987658271
". ఆవిరిలో నిమ్మ చర్మంపై",1,0.45312885679023635
"ఆవిరిలో నిమ్మ చర్మంపై మురికిని",1,0.5078144283951181
"నిమ్మ చర్మంపై మురికిని తొలగించి",1,0.5781346419755908
"చర్మాన్ని మెత్తగా మారుస్తుంది ఏమైనా",1,0.48440778271700874
"మెత్తగా మారుస్తుంది ఏమైనా నల్లని",1,0.44419835696654675
"మారుస్తుంది ఏమైనా నల్లని మచ్చలుంటే",1,0.5781269283951181
"ఏమైనా నల్లని మచ్చలుంటే తెల్లబరుస్తుంది",1,0.5781269283951181
"నల్లని మచ్చలుంటే తెల్లబరుస్తుంది .",1,0.5955750474242355
"మచ్చలుంటే తెల్లబరుస్తుంది . </s>",1,0.5383878150671253
"తెల్లబరుస్తుంది . </s> </s>",1,0.999903108197739
"<s> <s> <s> Gerbera",1,4.710720789678515e-05
"<s> <s> Gerbera పూలు",1,0.5781269283951181
"<s> Gerbera పూలు బాల్కనీలు",1,0.5781269283951181
"Gerbera పూలు బాల్కనీలు న",1,0.5784682543310327
"పూలు బాల్కనీలు న లేదా",1,0.4380950783693325
"బాల్కనీలు న లేదా అపార్ట్",1,0.4380472518523374
"న లేదా అపార్ట్ పెరుగుతాయి",1,0.4502884736252685
"లేదా అపార్ట్ పెరుగుతాయి .",1,0.919115009484847
"అపార్ట్ పెరుగుతాయి . మొక్క",1,0.2875077488311547
"పెరుగుతాయి . మొక్క పువ్వులు",1,0.45156828518535447
". మొక్క పువ్వులు 3",1,0.48458905185811585
"మొక్క పువ్వులు 3 వారాల",1,0.43851450571457956
"పువ్వులు 3 వారాల వరకు",1,0.4845659111166979
"3 వారాల వరకు ఉంచి",1,0.34427248029159785
"వారాల వరకు ఉంచి వర్ధిల్లు",1,0.44831923608742585
"వరకు ఉంచి వర్ధిల్లు తరువాత",1,0.5783139827215797
"అదే సమయంలో నిలవదు .",1,0.5955750474242355
"సమయంలో నిలవదు . మీరు",1,0.43867588946947794
"నిలవదు . మీరు ఇంటి",1,0.2532779711108175
". మీరు ఇంటి వద్ద",1,0.44802588007079686
"మీరు ఇంటి వద్ద మొక్క",1,0.34463091152300995
"ఇంటి వద్ద మొక్క దాటి",1,0.45157021358047267
"వద్ద మొక్క దాటి పెరిగే",1,0.47267939074141796
"మొక్క దాటి పెరిగే నిర్ణయించుకుంటే",1,0.4468767998354436
"మీరు మంచి లైటింగ్ కోసం",1,0.5086166407642729
"మంచి లైటింగ్ కోసం సృష్టి",1,0.43775014007255614
"లైటింగ్ కోసం సృష్టి యొక్క",1,0.5082598876674133
"కోసం సృష్టి యొక్క శ్రద్ధ",1,0.4379649917174163
"సృష్టి యొక్క శ్రద్ధ వహించడానికి",1,0.4468767998354436
"యొక్క శ్రద్ధ వహించడానికి .",1,0.5955750474242355
"శ్రద్ధ వహించడానికి . మట్టి",1,0.43754380143640165
"వహించడానికి . మట్టి నిరంతరం",1,0.3233440085477899
". మట్టి నిరంతరం తడిగా",1,0.4468788567902363
"మట్టి నిరంతరం తడిగా ఉండాలి",1,0.5079552012387438
"కానీ నీటితో నిండిన ఉంచవద్దు",1,0.47265817839511814
"నీటితో నిండిన ఉంచవద్దు .",1,0.5955750474242355
"నిండిన ఉంచవద్దు . ఖర్చు",1,0.43753874415577343
"ఉంచవద్దు . ఖర్చు నీటి",1,0.34686835464484245
". ఖర్చు నీటి తర్వాత",1,0.4401294266654942
"ఖర్చు నీటి తర్వాత 10",1,0.4379512834996332
"నీటి తర్వాత 10 -",1,0.4434240145708005
"తర్వాత 10 - 20",1,0.2899776500786766
"10 - 20 నిమిషాల",1,0.2778090217465832
"- 20 నిమిషాల సంప్",1,0.44270940466395453
"20 నిమిషాల సంప్ అదనపు",1,0.5781867086437811
"నిమిషాల సంప్ అదనపు నీటిని",1,0.44123085250250804
"సంప్ అదనపు నీటిని నుండి",1,0.44556082691988463
"అదనపు నీటిని నుండి తొలగిస్తారు",1,0.43766348998980265
"నీటిని నుండి తొలగిస్తారు .",1,0.7977875237121177
"నుండి తొలగిస్తారు . పారుదల",1,0.34375562276197513
"తొలగిస్తారు . పారుదల రంధ్రాలు",1,0.4575925915344883
". పారుదల రంధ్రాలు నిరంతరం",1,0.5078414259267724
"పారుదల రంధ్రాలు నిరంతరం మానిటర్",1,0.44688078518535446
"రంధ్రాలు నిరంతరం మానిటర్ వాటిని",1,0.484519629633862
"నిరంతరం మానిటర్ వాటిని అడ్డుకోకుండా",1,0.43876871604943607
"మానిటర్ వాటిని అడ్డుకోకుండా నిరోధించడానికి",1,0.578136570370709
"వాటిని అడ్డుకోకుండా నిరోధించడానికి ఉండాలి",1,0.4610802012387439
"అడ్డుకోకుండా నిరోధించడానికి ఉండాలి .",1,0.88058409891578
"నిరోధించడానికి ఉండాలి . </s>",1,0.5708108416789592
"ఉండాలి . </s> </s>",22,0.99999559582717
"<s> <s> <s> దక్షిణ",2,0.0002399192648314177
"<s> <s> దక్షిణ మధ్య",1,0.2541874742880651
"<s> దక్షిణ మధ్య రైల్వేకు",1,0.31285740730103373
"దక్షిణ మధ్య రైల్వేకు జీఎస్టీ",1,0.5781404271609453
"మధ్య రైల్వేకు జీఎస్టీ అవార్డు",1,0.45511090771700874
"రైల్వేకు జీఎస్టీ అవార్డు </s>",1,0.4483227962014902
"జీఎస్టీ అవార్డు </s> </s>",1,0.4408374091511633
"అవార్డు </s> </s> </s>",1,0.25444987886821774
"<s> <s> <s> కొంతమంది",2,0.0002386669147321343
"<s> <s> కొంతమంది భక్తులు",1,0.2234760679023632
"<s> కొంతమంది భక్తులు ఆయనను",1,0.4439323664433797
"కొంతమంది భక్తులు ఆయనను దక్షిణామూర్తి",1,0.44336291039104997
"భక్తులు ఆయనను దక్షిణామూర్తి అవతారంగా",1,0.5078182851853545
"ఆయనను దక్షిణామూర్తి అవతారంగా భావించేవారు",1,0.6718762855967454
"దక్షిణామూర్తి అవతారంగా భావించేవారు .",1,0.8988937618560588
"అవతారంగా భావించేవారు . మరికొంతమంది",1,0.21879082493955027
"భావించేవారు . మరికొంతమంది 63",1,0.33595292716094527
". మరికొంతమంది 63 నాయనార్లలో",1,0.45759121410940384
"మరికొంతమంది 63 నాయనార్లలో ఒకడైన",1,0.5781269283951181
"63 నాయనార్లలో ఒకడైన జ్ఞాన",1,0.5781307851853545
"నాయనార్లలో ఒకడైన జ్ఞాన సంబంధర్",1,0.48437692839511814
"ఒకడైన జ్ఞాన సంబంధర్ అవతారంగా",1,0.5781307851853545
"జ్ఞాన సంబంధర్ అవతారంగా భావించేవారు",1,0.6718762855967454
"సంబంధర్ అవతారంగా భావించేవారు .",1,0.8988937618560588
"అవతారంగా భావించేవారు . ఇంకొంతమంది",1,0.2187721608161729
"భావించేవారు . ఇంకొంతమంది ఆయనను",1,0.41410685308771766
". ఇంకొంతమంది ఆయనను వ",1,0.4437889250125703
"ఇంకొంతమంది ఆయనను వ శతాబ్దంలో",1,0.4378265886432456
"ఆయనను వ శతాబ్దంలో జీవించాడని",1,0.46562692839511816
"వ శతాబ్దంలో జీవించాడని భావిస్తున్న",1,0.578148140741418
"శతాబ్దంలో జీవించాడని భావిస్తున్న మీమాంస",1,0.44922228539104997
"జీవించాడని భావిస్తున్న మీమాంస పండితుడు",1,0.5078182851853545
"భావిస్తున్న మీమాంస పండితుడు కుమరిల",1,0.48437628559674545
"మీమాంస పండితుడు కుమరిల భట్టు",1,0.5781269283951181
"పండితుడు కుమరిల భట్టు అవతారంగా",1,0.5078182851853545
"కుమరిల భట్టు అవతారంగా అనుకునేవారు",1,0.4843775711934909
"భట్టు అవతారంగా అనుకునేవారు .",1,0.5252625474242355
"అవతారంగా అనుకునేవారు . </s>",1,0.5383878150671253
"అనుకునేవారు . </s> </s>",1,0.999903108197739
"<s> <s> <s> ప్రతిపక్ష",3,0.00042584339621999157
"<s> <s> ప్రతిపక్ష నేతగా",1,0.15105345130349984
"<s> ప్రతిపక్ష నేతగా ఉండగా",1,0.45034877979987287
"ప్రతిపక్ష నేతగా ఉండగా జగన్",1,0.44178610392596035
"నేతగా ఉండగా జగన్ కు",1,0.48449339947390857
"ఉండగా జగన్ కు విశాఖ",1,0.2587116356481288
"జగన్ కు విశాఖ విమానాశ్రయంలో",1,0.4401085948332343
"కు విశాఖ విమానాశ్రయంలో హత్యాయత్నం",1,0.46563271358047265
"విశాఖ విమానాశ్రయంలో హత్యాయత్నం జరిగినప్పుడు",1,0.472667820370709
"విమానాశ్రయంలో హత్యాయత్నం జరిగినప్పుడు భద్రత",1,0.46098378148283586
"హత్యాయత్నం జరిగినప్పుడు భద్రత ఎందుకు",1,0.4430457182376293
"జరిగినప్పుడు భద్రత ఎందుకు కల్పించలేదని",1,0.4388539064340491
"భద్రత ఎందుకు కల్పించలేదని అడగని",1,0.5781269283951181
"ఎందుకు కల్పించలేదని అడగని పచ్చ",1,0.5781288567902363
"కల్పించలేదని అడగని పచ్చ మీడియా",1,0.5079339888924441
"అడగని పచ్చ మీడియా చంద్రబాబుకు",1,0.4387368216482276
"పచ్చ మీడియా చంద్రబాబుకు ఏదో",1,0.443678689749608
"మీడియా చంద్రబాబుకు ఏదో జరిగినట్లు",1,0.44044029367314985
"చంద్రబాబుకు ఏదో జరిగినట్లు శోకాలు",1,0.46093942839511814
"ఏదో జరిగినట్లు శోకాలు పెడుతోందని",1,0.5781346419755908
"జరిగినట్లు శోకాలు పెడుతోందని విజయసాయి",1,0.4656500691365361
"శోకాలు పెడుతోందని విజయసాయి రెడ్డి",1,0.7513122866129163
"పెడుతోందని విజయసాయి రెడ్డి విమర్శించారు",1,0.2820451858006996
"విజయసాయి రెడ్డి విమర్శించారు .",1,0.9964524126967038
"రెడ్డి విమర్శించారు . ఆయన",1,0.08972718183260756
"విమర్శించారు . ఆయన కాన్వాయ్",1,0.2521714838561089
". ఆయన కాన్వాయ్ కి",1,0.47287174815445443
"ఆయన కాన్వాయ్ కి ట్రాఫిక్",1,0.43770781043368645
"కాన్వాయ్ కి ట్రాఫిక్ ను",1,0.4455048966951593
"కి ట్రాఫిక్ ను ఆపడం",1,0.4382353506250857
"ట్రాఫిక్ ను ఆపడం లేదనీ",1,0.3906288567902363
"ఎయర్ పోర్టులో తనిఖీలు చేసి",1,0.4485767510047433
"పోర్టులో తనిఖీలు చేసి అవమానిస్తున్నారంటూ",1,0.4380709715100195
"తనిఖీలు చేసి అవమానిస్తున్నారంటూ గగ్గోలు",1,0.5781307851853545
"చేసి అవమానిస్తున్నారంటూ గగ్గోలు పెడుతోందని",1,0.4843846419755908
"అవమానిస్తున్నారంటూ గగ్గోలు పెడుతోందని విజయసాయిరెడ్డి",1,0.4656423555560635
"గగ్గోలు పెడుతోందని విజయసాయిరెడ్డి ఎద్దేవా",1,0.4483440085477899
"పెడుతోందని విజయసాయిరెడ్డి ఎద్దేవా చేశారు",1,0.8969563782739864
"విజయసాయిరెడ్డి ఎద్దేవా చేశారు .",1,0.9978365165407023
"ఎద్దేవా చేశారు . </s>",4,0.42160866767093563
"<s> <s> <s> ఇవి",2,0.0002386669147321343
"<s> <s> ఇవి అనుసరించండి",1,0.22168812422864195
"<s> ఇవి అనుసరించండి </s>",1,0.46712683411802347
"ఇవి అనుసరించండి </s> </s>",1,0.4408374091511633
"అనుసరించండి </s> </s> </s>",1,0.25444987886821774
"<s> <s> <s> కానీ",25,0.004570025341037801
"<s> <s> కానీ అన్ని",1,0.020939849887733834
"<s> కానీ అన్ని వ్యవస్థలను",1,0.4379791436326589
"కానీ అన్ని వ్యవస్థలను ప్రైవేటీకరణ",1,0.4656346419755908
"అన్ని వ్యవస్థలను ప్రైవేటీకరణ వైపు",1,0.4657272049412625
"వ్యవస్థలను ప్రైవేటీకరణ వైపు తీసుకెళ్లాలి",1,0.43945489269552496
"అన్ని సంస్థలను అమ్మేయాలనేది కేంద్ర",1,0.5783506222288248
"సంస్థలను అమ్మేయాలనేది కేంద్ర ప్రభుత్వ",1,0.46490560274825293
"అమ్మేయాలనేది కేంద్ర ప్రభుత్వ ఉద్దేశ్యమన్నారు",1,0.27120076685294314
"కేంద్ర ప్రభుత్వ ఉద్దేశ్యమన్నారు .",1,0.5955750474242355
"ప్రభుత్వ ఉద్దేశ్యమన్నారు . మన",1,0.43793617324116163
"ఉద్దేశ్యమన్నారు . మన రైతులు",1,0.25875826138465036
". మన రైతులు లక్ష",1,0.4404003587310501
"మన రైతులు లక్ష కోట్ల",1,0.4681850982320126
"రైతులు లక్ష కోట్ల యాసంగి",1,0.3447453687534081
"లక్ష కోట్ల యాసంగి పంటను",1,0.47266396358047263
"కోట్ల యాసంగి పంటను పండించారంటే",1,0.47265817839511814
"యాసంగి పంటను పండించారంటే గర్వంగా",1,0.578136570370709
"పంటను పండించారంటే గర్వంగా ఉందన్నారు",1,0.46567706666819036
"పండించారంటే గర్వంగా ఉందన్నారు .",1,0.9362632871780294
"గర్వంగా ఉందన్నారు . కొంత",1,0.25660837688276233
"ఉందన్నారు . కొంత మంది",1,0.5918882403478954
". కొంత మంది మూర్ఖంగా",1,0.06204560106885466
"కొంత మంది మూర్ఖంగా మాట్లాడుతున్నారు",1,0.578136570370709
"మంది మూర్ఖంగా మాట్లాడుతున్నారు .",1,0.8417541824747452
"మూర్ఖంగా మాట్లాడుతున్నారు . తెలంగాణను",1,0.28752258603000885
"మాట్లాడుతున్నారు . తెలంగాణను అప్పుల",1,0.3906307851853545
". తెలంగాణను అప్పుల పాలు",1,0.48440199753165425
"తెలంగాణను అప్పుల పాలు చేశారంటున్నారు",1,0.44831923608742585
"అప్పుల పాలు చేశారంటున్నారు .",1,0.5955750474242355
"పాలు చేశారంటున్నారు . కాళేశ్వరం",1,0.43752343645768066
"చేశారంటున్నారు . కాళేశ్వరం లాంటి",1,0.36393846032036253
". కాళేశ్వరం లాంటి ప్రాజెక్టును",1,0.4393179162081005
"కాళేశ్వరం లాంటి ప్రాజెక్టును కట్టి",1,0.45158506222288247
"లాంటి ప్రాజెక్టును కట్టి లక్ష",1,0.4492534611121269
"ప్రాజెక్టును కట్టి లక్ష కోట్ల",1,0.4681850982320126
"కట్టి లక్ష కోట్ల పంటను",1,0.3447453687534081
"లక్ష కోట్ల పంటను అందించే",1,0.47270253148283586
"కోట్ల పంటను అందించే వాటిని",1,0.4428368930078774
"పంటను అందించే వాటిని నిర్మిస్తే",1,0.4387705402069803
"అందించే వాటిని నిర్మిస్తే అప్పు",1,0.5078433543218905
"వాటిని నిర్మిస్తే అప్పు అంటారు",1,0.44582140305155293
"నిర్మిస్తే అప్పు అంటారు .",1,0.9192304761600367
"అప్పు అంటారు . అప్పు",1,0.2567198713409059
"అంటారు . అప్పు చేసి",1,0.756109535951671
". అప్పు చేసి పప్పు",2,0.7821999796571519
"అప్పు చేసి పప్పు కూడు",1,0.26562692839511814
"చేసి పప్పు కూడు తినొద్దని",1,0.5781269283951181
"పప్పు కూడు తినొద్దని పెద్దలంటారు",1,0.5781269283951181
"కూడు తినొద్దని పెద్దలంటారు .",1,0.5955750474242355
"తినొద్దని పెద్దలంటారు . అప్పు",1,0.4375285390237116
"పెద్దలంటారు . అప్పు చేసి",1,0.756109535951671
"అప్పు చేసి పప్పు బెల్లాల్ల",1,0.26562692839511814
"చేసి పప్పు బెల్లాల్ల పంచిపెడితే",1,0.5781269283951181
"పప్పు బెల్లాల్ల పంచిపెడితే తప్పు",1,0.5781867086437811
"బెల్లాల్ల పంచిపెడితే తప్పు అప్పు",1,0.441041851173607
"పంచిపెడితే తప్పు అప్పు తెచ్చి",1,0.4457856710243635
"తప్పు అప్పు తెచ్చి మిషన్",1,0.455126334877954
"అప్పు తెచ్చి మిషన్ భగీరథ",1,0.5739901049383047
"తెచ్చి మిషన్ భగీరథ కట్టినా",1,0.2817732331139248
"ప్రాజెక్టులను కట్టినా అప్పు ఎలా",1,0.4460494074155237
"కట్టినా అప్పు ఎలా అవుతుంది",1,0.43831751426682747
"పెట్టుబడి అవుతుందని కెటిఆర్ స్పష్టం",1,0.4696232643145354
"అవుతుందని కెటిఆర్ స్పష్టం చేశారు",1,0.87282603804795
"కెటిఆర్ స్పష్టం చేశారు .",2,0.9997694648772879
"స్పష్టం చేశారు . పట్టభద్రుల",1,0.004314445202442557
"చేశారు . పట్టభద్రుల ఎమ్మెల్సీ",1,0.507860709877954
". పట్టభద్రుల ఎమ్మెల్సీ ఎన్నికల్లో",1,0.4727323680406363
"పట్టభద్రుల ఎమ్మెల్సీ ఎన్నికల్లో టిఆర్",1,0.31880159349716597
"ఎమ్మెల్సీ ఎన్నికల్లో టిఆర్ ఎస్",1,0.9174809545363306
"ఎన్నికల్లో టిఆర్ ఎస్ పార్టీ",1,0.14321151332779597
"టిఆర్ ఎస్ పార్టీ అభ్యర్థులు",1,0.29721431646712765
"ఎస్ పార్టీ అభ్యర్థులు పల్లా",1,0.44420221375678304
"పార్టీ అభ్యర్థులు పల్లా రాజేశ్వరరెడ్డి",1,0.48437692839511814
"సురభి వాణీలను గెలిపించాలని కోరారు",1,0.6719469934177447
"వాణీలను గెలిపించాలని కోరారు .",1,0.9856367971105419
"గెలిపించాలని కోరారు . నాటి",1,0.12777814261475653
"కోరారు . నాటి ఉద్యమ",1,0.3470340718350269
". నాటి ఉద్యమ కాలం",1,0.4516492777803172
