Ngram,Count,Katz_Prob
"( అది ప్రతి ఉదయం",1,0.5
"అది ప్రతి ఉదయం శుభ్రంగా",1,0.5
"ప్రతి ఉదయం శుభ్రంగా అయితే",1,0.5
"ఉదయం శుభ్రంగా అయితే )",1,0.5
"గదులు పేద శబ్దం ఇన్సులేషన్",1,0.5
"అపార్ట్ మెంట్ ఏ రిఫ్రిజిరేటర్",1,0.5
"మెంట్ ఏ రిఫ్రిజిరేటర్ చాలా",1,0.5
"ఏ రిఫ్రిజిరేటర్ చాలా గట్టి",1,0.5
"రిఫ్రిజిరేటర్ చాలా గట్టి నిర్మాణం",1,0.5
"చాలా గట్టి నిర్మాణం వాటర్",1,0.5
"గట్టి నిర్మాణం వాటర్ పార్కు",1,0.5
"నిర్మాణం వాటర్ పార్కు .",1,0.5
"వాటర్ పార్కు . అయితే",1,0.5
"మీరు మొత్తం కుటుంబం గొప్ప",1,0.5
"మొత్తం కుటుంబం గొప్ప సమయం",1,0.5
"కుటుంబం గొప్ప సమయం కలిగి",1,0.5
"గొప్ప సమయం కలిగి ఉంటుంది",1,0.5
"సమయం కలిగి ఉంటుంది .",1,0.5
"కలిగి ఉంటుంది . మెరుగైన",1,0.020833333333333332
"ఉంటుంది . మెరుగైన హోటల్",1,0.5
". మెరుగైన హోటల్ సహారా",1,0.5
"మెరుగైన హోటల్ సహారా బీచ్",1,0.5
"హోటల్ సహారా బీచ్ 3",1,0.5
"సహారా బీచ్ 3 *",1,0.5
"బీచ్ 3 * (",1,0.5
"3 * ( ట్యునీషియా",1,0.25
"* ( ట్యునీషియా )",1,0.5
"( ట్యునీషియా ) పర్యటన",1,0.25
"ట్యునీషియా ) పర్యటన ఆజ్ఞాపించాలని",1,0.5
") పర్యటన ఆజ్ఞాపించాలని .",1,0.5
"పర్యటన ఆజ్ఞాపించాలని . గది",1,0.5
"ఆజ్ఞాపించాలని . గది శాతం",1,0.5
". గది శాతం ప్రైస్",1,0.5
"గది శాతం ప్రైస్ ఇక్కడ",1,0.5
"శాతం ప్రైస్ ఇక్కడ 6000",1,0.5
"ప్రైస్ ఇక్కడ 6000 రూబిళ్లు",1,0.5
"ఇక్కడ 6000 రూబిళ్లు నుండి",1,0.5
"6000 రూబిళ్లు నుండి మొదలవుతుంది",1,0.5
"రూబిళ్లు నుండి మొదలవుతుంది .",1,0.5
"నుండి మొదలవుతుంది . మీరు",1,0.5
"మొదలవుతుంది . మీరు పర్యటన",1,0.5
". మీరు పర్యటన ఆపరేటర్లు",1,0.5
"మీరు పర్యటన ఆపరేటర్లు పర్యటించడానికి",1,0.5
"పర్యటన ఆపరేటర్లు పర్యటించడానికి డ్రా",1,0.5
"ఆపరేటర్లు పర్యటించడానికి డ్రా ఉంటే",1,0.5
"కొద్దిగా తక్కువ ధర విడుదల",1,0.5
"తక్కువ ధర విడుదల అవుతుంది",1,0.5
"ధర విడుదల అవుతుంది .",1,0.5
"విడుదల అవుతుంది . అయితే",1,0.25
"అవుతుంది . అయితే ఈ",1,0.25
". అయితే ఈ పర్యటన",1,0.00819672131147541
"అయితే ఈ పర్యటన అక్కడికక్కడే",1,0.5
"ఈ పర్యటన అక్కడికక్కడే కొనుగోలు",1,0.5
"పర్యటన అక్కడికక్కడే కొనుగోలు ఉత్తమం",1,0.5
"అక్కడికక్కడే కొనుగోలు ఉత్తమం .",1,0.5
"కొనుగోలు ఉత్తమం . అదనంగా",1,0.5
"స్థానిక నివాసితులు ఏమి చూసి",1,0.5
"నివాసితులు ఏమి చూసి మొదటి",1,0.5
"ఏమి చూసి మొదటి స్థానంలో",1,0.5
"చూసి మొదటి స్థానంలో ఎక్కడ",1,0.5
"మొదటి స్థానంలో ఎక్కడ వెళ్ళడానికి",1,0.5
"స్థానంలో ఎక్కడ వెళ్ళడానికి సూచించగలరు",1,0.5
"ఎక్కడ వెళ్ళడానికి సూచించగలరు .",1,0.5
"వెళ్ళడానికి సూచించగలరు . ఖర్చు",1,0.5
"సూచించగలరు . ఖర్చు గణనీయంగా",1,0.5
". ఖర్చు గణనీయంగా భిన్నంగా",1,0.5
"ఖర్చు గణనీయంగా భిన్నంగా ఉంటుంది",1,0.5
"గణనీయంగా భిన్నంగా ఉంటుంది .",1,0.5
"భిన్నంగా ఉంటుంది . హోటల్",1,0.25
"ఉంటుంది . హోటల్ పర్యటన",1,0.5
". హోటల్ పర్యటన డెస్క్",1,0.5
"హోటల్ పర్యటన డెస్క్ .",1,0.5
"పర్యటన డెస్క్ . </s>",1,0.5
"డెస్క్ . </s> </s>",1,0.5
"<s> <s> <s> ఇందులోని",1,6.315523556902867e-05
"<s> <s> ఇందులోని ప్రధాన",1,0.5
"<s> ఇందులోని ప్రధాన అధికారి",1,0.5
"ఇందులోని ప్రధాన అధికారి మీడియాతో",1,0.5
"ప్రధాన అధికారి మీడియాతో మాట్లాడుతూ",1,0.5
"ఇప్పటి వరకు ముగ్గురు వ్యక్తులు",1,0.5
"వరకు ముగ్గురు వ్యక్తులు ట్రాఫిక్",1,0.5
"ముగ్గురు వ్యక్తులు ట్రాఫిక్ నియమాలను",1,0.5
"వ్యక్తులు ట్రాఫిక్ నియమాలను ఉల్లంఘించే",1,0.5
"ట్రాఫిక్ నియమాలను ఉల్లంఘించే పోలీసుల",1,0.5
"నియమాలను ఉల్లంఘించే పోలీసుల ఫోటోలను",1,0.5
"ఉల్లంఘించే పోలీసుల ఫోటోలను వాట్సాప్",1,0.5
"పోలీసుల ఫోటోలను వాట్సాప్ ద్వారా",1,0.5
"ఫోటోలను వాట్సాప్ ద్వారా సెండ్",1,0.5
"వాట్సాప్ ద్వారా సెండ్ చేసినట్లు",1,0.5
"ద్వారా సెండ్ చేసినట్లు వెల్లడింటాడు",1,0.5
"సెండ్ చేసినట్లు వెల్లడింటాడు .",1,0.5
"చేసినట్లు వెల్లడింటాడు . </s>",1,0.5
"వెల్లడింటాడు . </s> </s>",1,0.5
"<s> <s> <s> తక్కువ",4,0.0004420866489832007
"<s> <s> తక్కువ కేలరీలు",1,0.16666666666666666
"<s> తక్కువ కేలరీలు ఉన్న",1,0.5
"తక్కువ కేలరీలు ఉన్న ఆహారం",1,0.5
"కేలరీలు ఉన్న ఆహారం తీసుకోకపోవడం",1,0.5
"అలానే కొన్ని కొన్ని సార్లు",1,0.5
"కొన్ని కొన్ని సార్లు స్నాక్స్",1,0.5
"కొన్ని సార్లు స్నాక్స్ ని",1,0.5
"సార్లు స్నాక్స్ ని కంట్రోల్",1,0.5
"స్నాక్స్ ని కంట్రోల్ చేసుకోకుండా",1,0.5
"ని కంట్రోల్ చేసుకోకుండా ఎక్కువగా",1,0.5
"కంట్రోల్ చేసుకోకుండా ఎక్కువగా తినేస్తూ",1,0.5
"చేసుకోకుండా ఎక్కువగా తినేస్తూ ఉంటాం",1,0.5
"ఎక్కువగా తినేస్తూ ఉంటాం .",1,0.5
"తినేస్తూ ఉంటాం . దీనితో",1,0.5
"ఉంటాం . దీనితో బరువు",1,0.5
". దీనితో బరువు తగ్గాలని",1,0.5
"దీనితో బరువు తగ్గాలని మీరు",1,0.5
"బరువు తగ్గాలని మీరు అనుకున్నా",1,0.5
"తగ్గాలని మీరు అనుకున్నా తగ్గలేరు",1,0.5
"మీరు అనుకున్నా తగ్గలేరు .",1,0.5
"అనుకున్నా తగ్గలేరు . అయితే",1,0.5
"తగ్గలేరు . అయితే ఎలా",1,0.5
". అయితే ఎలా అయినా",1,0.5
"అయితే ఎలా అయినా బరువు",1,0.5
"ఎలా అయినా బరువు తగ్గాలని",1,0.5
"అయినా బరువు తగ్గాలని అనుకుంటున్నారా",1,0.5
"బరువు తగ్గాలని అనుకుంటున్నారా .",1,0.5
"తగ్గాలని అనుకుంటున్నారా . .",1,0.5
"అనుకుంటున్నారా . . .",1,0.16666666666666666
". . . ?",5,0.006550218340611353
". . ? అయితే",1,0.005747126436781609
". ? అయితే సరిగ్గా",1,0.5
"? అయితే సరిగ్గా ఈ",1,0.5
"అయితే సరిగ్గా ఈ పద్ధతిని",1,0.5
"సరిగ్గా ఈ పద్ధతిని అనుసరించండి",1,0.5
"ఈ పద్ధతిని అనుసరించండి .",1,0.5
"పద్ధతిని అనుసరించండి . దీనితో",1,0.5
"అనుసరించండి . దీనితో మీరు",1,0.5
". దీనితో మీరు సులువుగా",1,0.5
"దీనితో మీరు సులువుగా బరువు",1,0.5
"మీరు సులువుగా బరువు తగ్గడానికి",1,0.5
"సులువుగా బరువు తగ్గడానికి వీలవుతుంది",1,0.5
"బరువు తగ్గడానికి వీలవుతుంది .",1,0.5
"తగ్గడానికి వీలవుతుంది . మరి",1,0.5
"వీలవుతుంది . మరి ఇక",1,0.5
". మరి ఇక ఆలస్యం",1,0.5
"మరి ఇక ఆలస్యం ఎందుకు",1,0.5
"ఇక ఆలస్యం ఎందుకు దీని",1,0.5
"ఆలస్యం ఎందుకు దీని కోసం",1,0.5
"ఎందుకు దీని కోసం పూర్తిగా",1,0.5
"దీని కోసం పూర్తిగా చూసేయండి",1,0.5
"కోసం పూర్తిగా చూసేయండి .",1,0.5
"పూర్తిగా చూసేయండి . దీంతో",1,0.5
"చూసేయండి . దీంతో మీరు",1,0.5
". దీంతో మీరు బరువు",1,0.25
"దీంతో మీరు బరువు కూడా",1,0.5
"మీరు బరువు కూడా సులువుగా",1,0.5
"బరువు కూడా సులువుగా తగ్గొచ్చు",1,0.5
"కూడా సులువుగా తగ్గొచ్చు .",1,0.5
"సులువుగా తగ్గొచ్చు . </s>",1,0.5
"తగ్గొచ్చు . </s> </s>",1,0.5
"<s> <s> <s> సమంత",2,0.00018946570670708602
"నాగ చైతన్యల జోడీ ‘",1,0.5
"చైతన్యల జోడీ ‘ మజిలీ",1,0.5
"జోడీ ‘ మజిలీ ’",1,0.5
"‘ మజిలీ ’ చిత్రాన్ని",1,0.5
"మజిలీ ’ చిత్రాన్ని మరింతగా",1,0.5
"’ చిత్రాన్ని మరింతగా ప్రేక్షలకు",1,0.5
"చిత్రాన్ని మరింతగా ప్రేక్షలకు చేరువ",1,0.5
"మరింతగా ప్రేక్షలకు చేరువ చేసేందుకు",1,0.5
"ప్రేక్షలకు చేరువ చేసేందుకు విడుదల",1,0.5
"చేరువ చేసేందుకు విడుదల తరువాత",1,0.5
"చేసేందుకు విడుదల తరువాత కూడా",1,0.5
"విడుదల తరువాత కూడా ప్రమోషన్స్",1,0.5
"తరువాత కూడా ప్రమోషన్స్ ని",1,0.5
"కూడా ప్రమోషన్స్ ని కొత్త",1,0.5
"ప్రమోషన్స్ ని కొత్త పుంతలు",1,0.5
"ని కొత్త పుంతలు తొక్కిస్తున్నారు",1,0.5
"కొత్త పుంతలు తొక్కిస్తున్నారు .",1,0.5
"పుంతలు తొక్కిస్తున్నారు . నిడివి",1,0.5
"తొక్కిస్తున్నారు . నిడివి దృష్ట్యా",1,0.5
". నిడివి దృష్ట్యా ఈ",1,0.5
"నిడివి దృష్ట్యా ఈ చిత్రం",1,0.5
"దృష్ట్యా ఈ చిత్రం నుండి",1,0.5
"ఈ చిత్రం నుండి తొలగించిన",1,0.25
"చిత్రం నుండి తొలగించిన సీన్లను",1,0.5
"నుండి తొలగించిన సీన్లను ఒక్కొక్కటిగా",1,0.5
"తొలగించిన సీన్లను ఒక్కొక్కటిగా యూట్యూబ్",1,0.5
"సీన్లను ఒక్కొక్కటిగా యూట్యూబ్ లో",1,0.5
"ఒక్కొక్కటిగా యూట్యూబ్ లో విడుదల",1,0.5
"యూట్యూబ్ లో విడుదల చేస్తున్నారు",1,0.5
"లో విడుదల చేస్తున్నారు .",1,0.5
"విడుదల చేస్తున్నారు . </s>",2,0.5
"చేస్తున్నారు . </s> </s>",58,0.9913793103448276
"<s> <s> <s> ఉపాధ్యాయ",1,6.315523556902867e-05
"<s> <s> ఉపాధ్యాయ ఎమ్మెల్సీ",1,0.5
"<s> ఉపాధ్యాయ ఎమ్మెల్సీ ఫలితాలపై",1,0.5
"ఉపాధ్యాయ ఎమ్మెల్సీ ఫలితాలపై ఉత్కంఠ",1,0.5
"ఎమ్మెల్సీ ఫలితాలపై ఉత్కంఠ !",1,0.5
"ఫలితాలపై ఉత్కంఠ ! </s>",1,0.5
"ఉత్కంఠ ! </s> </s>",1,0.5
"<s> <s> "" నలోగ్జోన్",1,0.006097560975609756
"<s> "" నలోగ్జోన్",1,0.006097560975609756
"నలోగ్జోన్ "" -",1,0.25
"నలోగ్జోన్ "" - విరుగుడుగా",1,0.5
"- విరుగుడుగా ఉపయోగించి",1,0.5
"- విరుగుడుగా ఉపయోగించి ఇటువంటి",1,0.5
"విరుగుడుగా ఉపయోగించి ఇటువంటి పరిస్థితుల్లో",1,0.5
"ఉపయోగించి ఇటువంటి పరిస్థితుల్లో చికిత్స",1,0.5
"ఇటువంటి పరిస్థితుల్లో చికిత్స వంటి",1,0.5
"పరిస్థితుల్లో చికిత్స వంటి .",1,0.5
"చికిత్స వంటి . చురుకైన",1,0.5
"వంటి . చురుకైన పదార్ధం",1,0.5
". చురుకైన పదార్ధం యొక్క",1,0.5
"చురుకైన పదార్ధం యొక్క",1,0.5
"పదార్ధం యొక్క "" డయారియో",1,0.5
"యొక్క "" డయారియో",1,0.08333333333333333
"డయారియో "" వ్యవధి",1,0.5
"వ్యవధి "" నలోగ్జోన్",1,0.5
"నలోగ్జోన్ "" కంటే",1,0.25
"నలోగ్జోన్ "" కంటే ఎక్కువ",1,0.5
"కంటే ఎక్కువ నిజాన్ని",1,0.007692307692307693
"కంటే ఎక్కువ నిజాన్ని కారణంగా",1,0.5
"అప్పుడు మీరు తిరిగి పరిచయం",1,0.5
"మీరు తిరిగి పరిచయం చేయాల్సి",1,0.5
"తిరిగి పరిచయం చేయాల్సి రావచ్చు",1,0.5
"పరిచయం చేయాల్సి రావచ్చు .",1,0.5
"చేయాల్సి రావచ్చు . </s>",1,0.5
"రావచ్చు . </s> </s>",1,0.5
"<s> <s> <s> మార్కెటింగు",16,0.001957812302639889
"బ్యాంకింగు . </s> </s>",16,0.96875
"<s> <s> ' అమ్మహస్తం",1,0.00847457627118644
"<s> ' అమ్మహస్తం '",1,0.5
"' అమ్మహస్తం ' పథకం",1,0.16666666666666666
"అమ్మహస్తం ' పథకం ద్వారా",1,0.5
"' పథకం ద్వారా అందించే",1,0.5
"పథకం ద్వారా అందించే సరుకుల",1,0.5
"ద్వారా అందించే సరుకుల ప్యాకెట్లపై",1,0.5
"అందించే సరుకుల ప్యాకెట్లపై సీఎం",1,0.5
"సరుకుల ప్యాకెట్లపై సీఎం కిరణ్",1,0.5
"ప్యాకెట్లపై సీఎం కిరణ్ పాటు",1,0.5
"సీఎం కిరణ్ పాటు పలువురు",1,0.5
"కిరణ్ పాటు పలువురు మంత్రుల",1,0.5
"పాటు పలువురు మంత్రుల ఫొటోలు",1,0.5
"పలువురు మంత్రుల ఫొటోలు ముద్రించి",1,0.5
"మంత్రుల ఫొటోలు ముద్రించి ఉంటాయన్న",1,0.5
"ఫొటోలు ముద్రించి ఉంటాయన్న సంగతి",1,0.5
"ముద్రించి ఉంటాయన్న సంగతి తెలిసిందే",1,0.5
"ఉంటాయన్న సంగతి తెలిసిందే .",1,0.5
"తెలిసిందే . ఈ విషయమై",1,0.016666666666666666
". ఈ విషయమై సీఎంపై",1,0.05
"ఈ విషయమై సీఎంపై కిషన్",1,0.5
"విషయమై సీఎంపై కిషన్ రెడ్డి",1,0.5
"సీఎంపై కిషన్ రెడ్డి వ్యంగ్యోక్తి",1,0.5
"కిషన్ రెడ్డి వ్యంగ్యోక్తి విసిరారు",1,0.5
"రెడ్డి వ్యంగ్యోక్తి విసిరారు .",1,0.5
"వ్యంగ్యోక్తి విసిరారు . ఈ",1,0.5
"విసిరారు . ఈ పథకం",1,0.5
". ఈ పథకం '",1,0.07142857142857142
"ఈ పథకం ' అమ్మహస్తం",1,0.5
"పథకం ' అమ్మహస్తం '",1,0.5
"' అమ్మహస్తం ' కాదని",1,0.16666666666666666
"ఇంకా చెప్పుకోవాల్సి వస్తే మొండి",1,0.5
"చెప్పుకోవాల్సి వస్తే మొండి హస్తమని",1,0.5
"వస్తే మొండి హస్తమని పేర్కొన్నారు",1,0.5
"మొండి హస్తమని పేర్కొన్నారు .",1,0.5
"హస్తమని పేర్కొన్నారు . ఈ",1,0.5
"పేర్కొన్నారు . ఈ పథకం",1,0.045454545454545456
". ఈ పథకం అమలు",1,0.07142857142857142
"ఈ పథకం అమలు బాధ్యతలు",1,0.5
"పథకం అమలు బాధ్యతలు బీజేపీకి",1,0.5
"అమలు బాధ్యతలు బీజేపీకి ఇస్తే",1,0.5
"బాధ్యతలు బీజేపీకి ఇస్తే ప్రభుత్వం",1,0.5
"బీజేపీకి ఇస్తే ప్రభుత్వం ఇస్తున్న",1,0.5
"ఇస్తే ప్రభుత్వం ఇస్తున్న ధరలో",1,0.5
"ప్రభుత్వం ఇస్తున్న ధరలో సగానికే",1,0.5
"ఇస్తున్న ధరలో సగానికే సరుకులు",1,0.5
"ధరలో సగానికే సరుకులు సరఫరా",1,0.5
"సగానికే సరుకులు సరఫరా చేస్తామని",1,0.5
"సరుకులు సరఫరా చేస్తామని కిషన్",1,0.5
"సరఫరా చేస్తామని కిషన్ రెడ్డి",1,0.5
"చేస్తామని కిషన్ రెడ్డి చెప్పారు",1,0.5
"కిషన్ రెడ్డి చెప్పారు .",1,0.5
"రెడ్డి చెప్పారు . '",1,0.16666666666666666
"చెప్పారు . ' అమ్మహస్తం",1,0.25
". ' అమ్మహస్తం '",1,0.5
"' అమ్మహస్తం ' ద్వారా",1,0.16666666666666666
"అమ్మహస్తం ' ద్వారా సర్కారు",1,0.5
"' ద్వారా సర్కారు రూ",1,0.5
"ద్వారా సర్కారు రూ .",1,0.5
"సర్కారు రూ . లకే",1,0.5
"రూ . లకే 9",1,0.25
". లకే 9 రకాల",1,0.5
"లకే 9 రకాల వస్తువులను",1,0.5
"9 రకాల వస్తువులను అందిస్తోంది",1,0.5
"రకాల వస్తువులను అందిస్తోంది .",1,0.5
"వస్తువులను అందిస్తోంది . </s>",1,0.5
"అందిస్తోంది . </s> </s>",2,0.75
"<s> <s> <s> నువ్వే",1,6.315523556902867e-05
"<s> <s> నువ్వే కావాలి",1,0.5
"<s> నువ్వే కావాలి సినిమాలో",1,0.5
"నువ్వే కావాలి సినిమాలో హీరో",1,0.5
"కావాలి సినిమాలో హీరో ఎవరు",1,0.5
"సినిమాలో హీరో ఎవరు ?",1,0.5
"హీరో ఎవరు ? తరుణ్",1,0.16666666666666666
"ఎవరు ? తరుణ్ .",1,0.5
"? తరుణ్ . తొలిప్రేమలో",1,0.5
"తరుణ్ . తొలిప్రేమలో హీరో",1,0.5
". తొలిప్రేమలో హీరో ఎవరు",1,0.5
"తొలిప్రేమలో హీరో ఎవరు ?",1,0.5
"హీరో ఎవరు ? పవన్",1,0.16666666666666666
"ఎవరు ? పవన్ కల్యాణ్",1,0.5
"? పవన్ కల్యాణ్ .",1,0.5
"పవన్ కల్యాణ్ . మనసంతా",1,0.25
"కల్యాణ్ . మనసంతా నువ్వేలో",1,0.5
". మనసంతా నువ్వేలో హీరో",1,0.5
"మనసంతా నువ్వేలో హీరో ఎవరు",1,0.5
"నువ్వేలో హీరో ఎవరు ?",1,0.5
"హీరో ఎవరు ? ఉదయ్",1,0.16666666666666666
"ఎవరు ? ఉదయ్ కిరణ్",1,0.5
"? ఉదయ్ కిరణ్ .",1,0.5
"ఉదయ్ కిరణ్ . మరి",1,0.5
"కిరణ్ . మరి ఇడియట్",1,0.5
". మరి ఇడియట్ లో",1,0.5
"మరి ఇడియట్ లో .",1,0.5
"ఇడియట్ లో . .",1,0.5
"లో . . .",2,0.375
". . . రవితేజ",1,0.000727802037845706
". . రవితేజ .",1,0.5
". రవితేజ . ఆనందం",1,0.5
"గమ్యం . . దేశముదురు",1,0.5
"నా ఆటోగ్రాఫ్ స్వీట్ మెమరీస్",1,0.5
"అష్టాచమ్మా . . .",1,0.5
". . . .",101,0.1462882096069869
". . . ఆగండాగండి",1,0.000727802037845706
". . ఆగండాగండి .",1,0.5
". ఆగండాగండి . ఏంటి",1,0.5
"ఆగండాగండి . ఏంటి ఈ",1,0.5
". ఏంటి ఈ సినిమాల",1,0.5
"ఏంటి ఈ సినిమాల లిస్టు",1,0.5
"ఈ సినిమాల లిస్టు ?",1,0.5
"సినిమాల లిస్టు ? ఇప్పుడు",1,0.5
"లిస్టు ? ఇప్పుడు ఈ",1,0.5
"? ఇప్పుడు ఈ సినిమాల",1,0.5
"ఇప్పుడు ఈ సినిమాల హీరోలతో",1,0.5
"ఈ సినిమాల హీరోలతో పనేంటి",1,0.5
"సినిమాల హీరోలతో పనేంటి ?",1,0.5
"హీరోలతో పనేంటి ? అనుకుంటున్నారా",1,0.5
"పనేంటి ? అనుకుంటున్నారా ?",1,0.5
"? అనుకుంటున్నారా ? ఈ",1,0.25
"అనుకుంటున్నారా ? ఈ సినిమాల్లో",1,0.5
"? ఈ సినిమాల్లో హీరోగా",1,0.5
"ఈ సినిమాల్లో హీరోగా ఎవరిని",1,0.5
"సినిమాల్లో హీరోగా ఎవరిని అనుకున్నప్పటికీ",1,0.5
". . . అన్నీ",1,0.000727802037845706
". . అన్నీ హిట్",1,0.5
". అన్నీ హిట్ సినిమాలే",1,0.5
"అన్నీ హిట్ సినిమాలే .",1,0.5
"హిట్ సినిమాలే . అయితే",1,0.5
"సినిమాలే . అయితే ఇక్కడే",1,0.5
". అయితే ఇక్కడే ఉంది",1,0.5
"అయితే ఇక్కడే ఉంది ఓ",1,0.5
"ఇక్కడే ఉంది ఓ ట్విస్టు",1,0.5
"ఉంది ఓ ట్విస్టు .",1,0.5
"ఓ ట్విస్టు . ఈ",1,0.5
"ట్విస్టు . ఈ సినిమాల",1,0.5
". ఈ సినిమాల కథలతో",1,0.5
"ఈ సినిమాల కథలతో మేకర్స్",1,0.5
"సినిమాల కథలతో మేకర్స్ ఫస్ట్",1,0.5
"కథలతో మేకర్స్ ఫస్ట్ అప్రోచ్",1,0.5
"మేకర్స్ ఫస్ట్ అప్రోచ్ అయింది",1,0.5
"ఫస్ట్ అప్రోచ్ అయింది సుమంత్",1,0.5
"అప్రోచ్ అయింది సుమంత్ నే",1,0.5
"అయింది సుమంత్ నే అనేది",1,0.5
"సుమంత్ నే అనేది ఓ",1,0.5
"నే అనేది ఓ వెర్షన్",1,0.5
"అనేది ఓ వెర్షన్ .",1,0.5
"ఓ వెర్షన్ . దాన్నే",1,0.5
"వెర్షన్ . దాన్నే ట్విట్టర్",1,0.5
". దాన్నే ట్విట్టర్ లోనూ",1,0.5
"దాన్నే ట్విట్టర్ లోనూ పోస్ట్",1,0.5
"ట్విట్టర్ లోనూ పోస్ట్ చేశారు",1,0.5
"లోనూ పోస్ట్ చేశారు .",1,0.5
"పోస్ట్ చేశారు . </s>",3,0.3125
"<s> <s> <s> లండన్",6,0.0006947075912593154
"<s> <s> లండన్ :",5,0.75
"<s> లండన్ : యాభై",1,0.1
"లండన్ : యాభై ఐదేండ్ల",1,0.5
": యాభై ఐదేండ్ల నిరీక్షణకు",1,0.5
"యాభై ఐదేండ్ల నిరీక్షణకు తెరపడింది",1,0.5
"ఐదేండ్ల నిరీక్షణకు తెరపడింది .",1,0.5
"నిరీక్షణకు తెరపడింది . 1966",1,0.5
"తెరపడింది . 1966 తర్వాత",1,0.5
". 1966 తర్వాత మొదటిసారిగా",1,0.5
"1966 తర్వాత మొదటిసారిగా ఇంగ్లండ్",1,0.5
"తర్వాత మొదటిసారిగా ఇంగ్లండ్ ఓ",1,0.5
"మొదటిసారిగా ఇంగ్లండ్ ఓ మేజర్",1,0.5
"ఇంగ్లండ్ ఓ మేజర్ టోర్నీలో",1,0.5
"ఓ మేజర్ టోర్నీలో ఫైనల్",1,0.5
"మేజర్ టోర్నీలో ఫైనల్ కు",1,0.5
"టోర్నీలో ఫైనల్ కు చేరింది",1,0.5
"ఫైనల్ కు చేరింది .",2,0.75
"కు చేరింది . వచ్చే",1,0.125
"చేరింది . వచ్చే ఆదివారం",1,0.5
". వచ్చే ఆదివారం జరగనున్న",1,0.5
"వచ్చే ఆదివారం జరగనున్న యూరో",1,0.5
"ఆదివారం జరగనున్న యూరో 2020",1,0.5
"జరగనున్న యూరో 2020 ఫైనల్",1,0.5
"యూరో 2020 ఫైనల్ లో",1,0.5
"2020 ఫైనల్ లో ఇటలీతో",1,0.5
"ఫైనల్ లో ఇటలీతో తలపడనుంది",1,0.5
"లో ఇటలీతో తలపడనుంది .",1,0.5
"ఇటలీతో తలపడనుంది . డెన్మార్క్",1,0.5
"తలపడనుంది . డెన్మార్క్ తో",1,0.5
". డెన్మార్క్ తో ఉత్కంఠభరితంగా",1,0.5
"డెన్మార్క్ తో ఉత్కంఠభరితంగా జరిగిన",1,0.5
"తో ఉత్కంఠభరితంగా జరిగిన సెమీఫైనల్",1,0.5
"ఉత్కంఠభరితంగా జరిగిన సెమీఫైనల్ లో",1,0.5
"జరిగిన సెమీఫైనల్ లో ఇంగ్లండ్",1,0.5
"సెమీఫైనల్ లో ఇంగ్లండ్ 2",1,0.5
"లో ఇంగ్లండ్ 2 -",1,0.5
"ఇంగ్లండ్ 2 - తో",1,0.5
"2 - తో చారిత్రక",1,0.25
"- తో చారిత్రక విజయం",1,0.5
"తో చారిత్రక విజయం సాధించింది",1,0.5
"చారిత్రక విజయం సాధించింది .",1,0.5
"విజయం సాధించింది . ఆట",1,0.029411764705882353
"సాధించింది . ఆట ప్రారంభమైన",1,0.5
". ఆట ప్రారంభమైన 30",1,0.5
"ఆట ప్రారంభమైన 30 నిమిషాల",1,0.5
"ప్రారంభమైన 30 నిమిషాల తర్వాత",1,0.5
"30 నిమిషాల తర్వాత మొదటి",1,0.25
"నిమిషాల తర్వాత మొదటి గోల్",1,0.5
"తర్వాత మొదటి గోల్ నమోదయింది",1,0.5
"మొదటి గోల్ నమోదయింది .",1,0.5
"గోల్ నమోదయింది . డెన్మార్క్",1,0.5
"నమోదయింది . డెన్మార్క్ ఆటగాడు",1,0.5
". డెన్మార్క్ ఆటగాడు మైకెల్",1,0.5
"డెన్మార్క్ ఆటగాడు మైకెల్ డామ్స్",1,0.5
"ఆటగాడు మైకెల్ డామ్స్ గార్డ్",1,0.5
"మైకెల్ డామ్స్ గార్డ్ తన",1,0.5
"డామ్స్ గార్డ్ తన జట్టుకు",1,0.5
"గార్డ్ తన జట్టుకు గోల్",1,0.5
"తన జట్టుకు గోల్ సాధించిపెట్టాడు",1,0.5
"జట్టుకు గోల్ సాధించిపెట్టాడు .",1,0.5
"గోల్ సాధించిపెట్టాడు . దీంతో",1,0.5
"సాధించిపెట్టాడు . దీంతో ఆ",1,0.5
". దీంతో ఆ జట్టు",1,0.1
"దీంతో ఆ జట్టు 1",1,0.5
"ఆ జట్టు 1 -",1,0.5
"జట్టు 1 - 0",1,0.5
"1 - 0 ఆధిక్యంలోకి",1,0.16666666666666666
"- 0 ఆధిక్యంలోకి దూసుకెళ్లింది",1,0.5
"0 ఆధిక్యంలోకి దూసుకెళ్లింది .",1,0.5
"ఆధిక్యంలోకి దూసుకెళ్లింది . </s>",1,0.5
"దూసుకెళ్లింది . </s> </s>",2,0.75
"<s> <s> <s> యాంకర్",1,6.315523556902867e-05
"<s> <s> యాంకర్ రవి",1,0.5
"<s> యాంకర్ రవి గురించి",1,0.5
"యాంకర్ రవి గురించి ప్రత్యేకంగా",1,0.5
"రవి గురించి ప్రత్యేకంగా పరిచయాలు",1,0.5
"గురించి ప్రత్యేకంగా పరిచయాలు అవసరం",1,0.5
"ప్రత్యేకంగా పరిచయాలు అవసరం లేదు",1,0.5
"పరిచయాలు అవసరం లేదు .",1,0.5
